k,type,score,label
2,Kmeans,0.5474,1
2,Kmeans,0.087356,0
2,Kmeans,0.232815,1
2,Kmeans,0.376437,1
2,Kmeans,0.508128,0
2,Kmeans,0.581942,1
2,Kmeans,0.251294,1
2,Kmeans,0.276683,1
2,Kmeans,0.125831,0
2,Kmeans,0.459679,0
2,Kmeans,0.545192,1
2,Kmeans,0.298401,1
2,Kmeans,0.204123,0
2,Kmeans,0.565463,1
2,Kmeans,0.512552,1
2,Kmeans,0.393546,0
2,Kmeans,0.362268,1
2,Kmeans,0.497865,1
2,Kmeans,0.073846,1
2,Kmeans,0.547073,1
2,Kmeans,0.531447,0
2,Kmeans,0.326019,0
2,Kmeans,0.493059,0
2,Kmeans,0.302235,0
2,Kmeans,0.560259,1
2,Kmeans,0.480112,1
2,Kmeans,0.478154,0
2,Kmeans,0.517527,1
2,Kmeans,0.017991,0
2,Kmeans,0.37021,1
2,Kmeans,0.372401,1
2,Kmeans,0.199779,1
2,Kmeans,0.549575,0
2,Kmeans,0.271177,0
2,Kmeans,0.402414,1
2,Kmeans,0.098552,1
2,Kmeans,0.567773,1
2,Kmeans,0.227263,1
2,Kmeans,0.101616,1
2,Kmeans,0.173418,1
2,Kmeans,0.427826,1
2,Kmeans,0.445737,0
2,Kmeans,0.555044,0
2,Kmeans,0.014727,0
2,Kmeans,0.469524,1
2,Kmeans,0.378904,0
2,Kmeans,0.594377,1
2,Kmeans,0.210285,1
2,Kmeans,0.504403,0
2,Kmeans,0.565302,1
2,Kmeans,0.549847,1
2,Kmeans,0.564476,1
2,Kmeans,0.198042,0
2,Kmeans,0.386941,0
2,Kmeans,0.555344,1
2,Kmeans,0.081043,1
2,Kmeans,8.6e-05,0
2,Kmeans,0.533166,0
2,Kmeans,0.563833,1
2,Kmeans,0.523138,0
2,Kmeans,0.5635,1
2,Kmeans,0.387354,1
2,Kmeans,0.534421,0
2,Kmeans,0.234541,0
2,Kmeans,0.532447,0
2,Kmeans,0.465688,0
2,Kmeans,0.547532,0
2,Kmeans,0.423069,1
2,Kmeans,0.06117,0
2,Kmeans,0.468945,1
2,Kmeans,0.506939,0
2,Kmeans,0.110979,0
2,Kmeans,0.40491,1
2,Kmeans,0.430349,1
2,Kmeans,0.268643,0
2,Kmeans,0.481413,1
2,Kmeans,0.587888,1
2,Kmeans,0.464756,1
2,Kmeans,0.37364,1
2,Kmeans,0.515722,1
2,Kmeans,0.257046,1
2,Kmeans,0.044417,1
2,Kmeans,0.499079,1
2,Kmeans,0.540839,0
2,Kmeans,0.312182,0
2,Kmeans,0.3374,0
2,Kmeans,0.380263,1
2,Kmeans,0.232202,0
2,Kmeans,0.457285,1
2,Kmeans,0.59688,1
2,Kmeans,0.401172,0
2,Kmeans,0.557786,1
2,Kmeans,0.598002,1
2,Kmeans,0.531789,1
2,Kmeans,0.163143,1
2,Kmeans,0.300545,0
2,Kmeans,0.380891,0
2,Kmeans,0.399333,1
2,Kmeans,0.589384,1
2,Kmeans,0.3145,0
2,Kmeans,0.343438,0
2,Kmeans,0.543698,0
2,Kmeans,0.467071,0
2,Kmeans,0.371367,0
2,Kmeans,0.266268,0
2,Kmeans,0.504237,0
2,Kmeans,0.558505,0
2,Kmeans,0.546453,1
2,Kmeans,0.393601,1
2,Kmeans,0.579681,1
2,Kmeans,0.257296,0
2,Kmeans,0.253442,1
2,Kmeans,0.577695,1
2,Kmeans,0.368208,1
2,Kmeans,0.424284,0
2,Kmeans,0.551531,1
2,Kmeans,0.439086,0
2,Kmeans,0.567666,1
2,Kmeans,0.37114,1
2,Kmeans,0.33569,1
2,Kmeans,0.437544,0
2,Kmeans,0.139627,1
2,Kmeans,0.266478,0
2,Kmeans,0.208578,1
2,Kmeans,0.456708,1
2,Kmeans,0.513591,1
2,Kmeans,0.559821,0
2,Kmeans,0.174236,0
2,Kmeans,0.492924,1
2,Kmeans,0.235579,1
2,Kmeans,0.538468,1
2,Kmeans,0.450824,0
2,Kmeans,0.548406,0
2,Kmeans,0.333005,0
2,Kmeans,0.437846,0
2,Kmeans,0.525989,1
2,Kmeans,0.545691,1
2,Kmeans,0.494607,1
2,Kmeans,0.561334,1
2,Kmeans,0.445889,1
2,Kmeans,0.535365,1
2,Kmeans,0.269637,1
2,Kmeans,0.430995,1
2,Kmeans,0.335002,0
2,Kmeans,0.315175,1
2,Kmeans,0.075756,1
2,Kmeans,0.379639,0
2,Kmeans,0.462257,1
2,Kmeans,0.366936,1
2,Kmeans,0.392869,0
2,Kmeans,0.567998,1
2,Kmeans,0.36092,0
2,Kmeans,0.45296,0
2,Kmeans,0.123595,0
2,Kmeans,0.466302,1
2,Kmeans,0.334471,0
2,Kmeans,0.44099,1
2,Kmeans,0.443155,0
2,Kmeans,0.521138,0
2,Kmeans,0.519522,1
2,Kmeans,0.20558,1
2,Kmeans,0.43017,1
2,Kmeans,0.469555,0
2,Kmeans,0.314073,0
2,Kmeans,0.572646,1
2,Kmeans,0.212006,1
2,Kmeans,0.50644,1
2,Kmeans,0.231167,1
2,Kmeans,0.518351,1
2,Kmeans,0.463351,0
2,Kmeans,0.088856,0
2,Kmeans,0.348754,0
2,Kmeans,0.498581,1
2,Kmeans,-0.013313,0
2,Kmeans,0.344418,0
2,Kmeans,0.28495,1
2,Kmeans,0.493979,0
2,Kmeans,0.518733,0
2,Kmeans,0.305342,0
2,Kmeans,0.50172,0
2,Kmeans,0.460529,0
2,Kmeans,0.542568,1
2,Kmeans,0.372357,0
2,Kmeans,0.494318,0
2,Kmeans,0.258024,0
2,Kmeans,0.151272,1
2,Kmeans,0.532026,0
2,Kmeans,0.454375,0
2,Kmeans,0.582013,1
2,Kmeans,0.538528,0
2,Kmeans,0.157864,1
2,Kmeans,-0.044243,0
2,Kmeans,0.448459,0
2,Kmeans,0.451575,0
2,Kmeans,0.217189,0
2,Kmeans,0.27988,0
2,Kmeans,0.600878,1
2,Kmeans,0.60228,1
2,Kmeans,0.396494,1
2,Kmeans,0.314263,0
2,Kmeans,0.551708,0
2,Kmeans,0.445286,1
2,Kmeans,0.484227,0
2,Kmeans,0.035802,0
2,Kmeans,0.378778,0
2,Kmeans,0.508894,0
2,Kmeans,0.45528,1
2,Kmeans,0.24621,1
2,Kmeans,0.35084,0
2,Kmeans,0.566978,1
2,Kmeans,0.5664,1
2,Kmeans,0.564344,1
2,Kmeans,0.509573,1
2,Kmeans,0.59072,1
2,Kmeans,0.285441,1
2,Kmeans,0.322779,1
2,Kmeans,0.113665,1
2,Kmeans,0.547833,1
2,Kmeans,0.29616,0
2,Kmeans,0.515667,0
2,Kmeans,0.265433,0
2,Kmeans,0.580034,1
2,Kmeans,0.26153,0
2,Kmeans,0.452909,0
2,Kmeans,0.491521,1
2,Kmeans,0.457295,0
2,Kmeans,0.56756,1
2,Kmeans,0.138262,0
2,Kmeans,0.20739,1
2,Kmeans,0.492946,0
2,Kmeans,0.192413,0
2,Kmeans,0.436081,1
2,Kmeans,0.475871,1
2,Kmeans,0.469278,1
2,Kmeans,0.555933,1
2,Kmeans,0.022385,0
2,Kmeans,0.506121,1
2,Kmeans,0.323781,0
2,Kmeans,0.529009,1
2,Kmeans,0.549518,1
2,Kmeans,0.445595,1
2,Kmeans,0.145279,0
2,Kmeans,0.471878,1
2,Kmeans,0.460416,0
2,Kmeans,0.234186,0
2,Kmeans,0.520184,0
2,Kmeans,0.268556,1
2,Kmeans,0.478536,1
2,Kmeans,0.453482,1
2,Kmeans,0.470729,0
2,Kmeans,0.480956,0
2,Kmeans,0.550699,0
2,Kmeans,0.309595,1
2,Kmeans,0.325427,1
2,Kmeans,0.404085,1
2,Kmeans,0.387389,0
2,Kmeans,0.128458,1
2,Kmeans,0.538073,1
2,Kmeans,0.059175,1
2,Kmeans,0.291756,0
2,Kmeans,0.258369,0
2,Kmeans,0.30757,1
2,Kmeans,0.304677,1
2,Kmeans,0.514445,0
2,Kmeans,0.567623,1
2,Kmeans,0.08562,0
2,Kmeans,0.376931,1
2,Kmeans,0.536025,0
2,Kmeans,0.395691,1
2,Kmeans,0.524157,1
2,Kmeans,0.355376,1
2,Kmeans,0.425644,0
2,Kmeans,0.553749,1
2,Kmeans,0.524779,0
2,Kmeans,0.493101,0
2,Kmeans,0.535562,0
2,Kmeans,0.48276,0
2,Kmeans,0.460872,0
2,Kmeans,0.224739,1
2,Kmeans,0.58348,1
2,Kmeans,0.505537,0
2,Kmeans,0.279708,0
2,Kmeans,0.516884,0
2,Kmeans,0.464896,0
2,Kmeans,0.437787,1
2,Kmeans,0.243111,0
2,Kmeans,-0.005528,0
2,Kmeans,0.522139,0
2,Kmeans,0.25814,1
2,Kmeans,0.138799,0
2,Kmeans,0.25869,0
2,Kmeans,0.517756,1
2,Kmeans,0.536378,0
2,Kmeans,0.161123,1
2,Kmeans,0.601403,1
2,Kmeans,0.447865,1
2,Kmeans,0.435648,0
2,Kmeans,0.462735,1
2,Kmeans,0.448396,0
2,Kmeans,0.245843,0
2,Kmeans,0.311225,1
2,Kmeans,0.547043,1
2,Kmeans,0.348972,1
2,Kmeans,0.456609,0
2,Kmeans,0.317998,1
2,Kmeans,0.139718,1
2,Kmeans,0.116273,0
2,Kmeans,0.578825,1
2,Kmeans,0.289233,0
2,Kmeans,0.553989,1
2,Kmeans,0.455512,1
2,Kmeans,0.487005,0
2,Kmeans,0.523814,0
2,Kmeans,0.448821,0
2,Kmeans,0.58602,1
2,Kmeans,0.412668,0
2,Kmeans,0.559077,1
2,Kmeans,0.291679,1
2,Kmeans,0.47359,1
2,Kmeans,0.39609,1
2,Kmeans,0.536147,0
2,Kmeans,0.330529,1
2,Kmeans,0.575297,1
2,Kmeans,-0.029054,0
2,Kmeans,0.460229,1
2,Kmeans,0.53863,0
2,Kmeans,0.079811,0
2,Kmeans,0.512075,1
2,Kmeans,0.51366,0
2,Kmeans,-0.031975,0
2,Kmeans,0.283448,1
2,Kmeans,0.597633,1
2,Kmeans,0.575805,1
2,Kmeans,0.057639,0
2,Kmeans,0.492787,0
2,Kmeans,0.382747,0
2,Kmeans,0.193412,0
2,Kmeans,0.286905,0
2,Kmeans,0.552084,0
2,Kmeans,0.340828,1
2,Kmeans,0.220667,0
2,Kmeans,0.461421,1
2,Kmeans,0.569062,1
2,Kmeans,0.491177,0
2,Kmeans,0.117648,1
2,Kmeans,0.265726,1
2,Kmeans,0.600678,1
2,Kmeans,0.533582,1
2,Kmeans,0.321964,1
2,Kmeans,0.398565,0
2,Kmeans,0.011765,0
2,Kmeans,0.460294,1
2,Kmeans,0.201072,0
2,Kmeans,0.262359,0
2,Kmeans,0.382939,1
2,Kmeans,0.34504,0
2,Kmeans,0.227212,1
2,Kmeans,0.549953,0
2,Kmeans,0.388297,0
2,Kmeans,0.554167,1
2,Kmeans,0.458939,1
2,Kmeans,0.514867,1
2,Kmeans,0.112921,1
2,Kmeans,0.462503,1
2,Kmeans,0.574986,1
2,Kmeans,0.117673,1
2,Kmeans,0.538594,1
2,Kmeans,0.527384,0
2,Kmeans,0.154309,0
2,Kmeans,0.511291,1
2,Kmeans,0.454078,0
2,Kmeans,0.447928,1
2,Kmeans,0.519086,1
2,Kmeans,0.465177,0
2,Kmeans,0.417627,1
2,Kmeans,0.193173,1
2,Kmeans,0.517943,1
2,Kmeans,0.261367,1
2,Kmeans,0.47455,0
2,Kmeans,0.545088,1
2,Kmeans,0.474732,1
2,Kmeans,0.507629,1
2,Kmeans,0.564232,1
2,Kmeans,0.501086,1
2,Kmeans,0.534169,1
2,Kmeans,0.571315,1
2,Kmeans,0.294959,1
2,Kmeans,0.336621,1
2,Kmeans,0.520965,0
2,Kmeans,0.211694,1
2,Kmeans,0.261267,1
2,Kmeans,0.59648,1
2,Kmeans,0.518468,0
2,Kmeans,0.510811,0
2,Kmeans,0.423265,0
2,Kmeans,0.547995,0
2,Kmeans,0.451886,1
2,Kmeans,0.48453,0
2,Kmeans,0.534164,1
2,Kmeans,0.301376,1
2,Kmeans,0.494621,1
2,Kmeans,0.507852,0
2,Kmeans,0.554224,1
2,Kmeans,0.371347,0
2,Kmeans,0.599765,1
2,Kmeans,0.427947,0
2,Kmeans,0.346397,0
2,Kmeans,0.186147,1
2,Kmeans,0.477901,0
2,Kmeans,0.557364,1
2,Kmeans,0.4685,0
2,Kmeans,-0.040208,0
2,Kmeans,0.190174,1
2,Kmeans,0.600143,1
2,Kmeans,0.350782,0
2,Kmeans,0.370822,0
2,Kmeans,0.505655,1
2,Kmeans,0.215154,0
2,Kmeans,0.220119,0
2,Kmeans,0.259841,0
2,Kmeans,0.56527,1
2,Kmeans,0.371031,0
2,Kmeans,0.510604,0
2,Kmeans,0.347193,0
2,Kmeans,0.301408,1
2,Kmeans,0.460495,0
2,Kmeans,0.04612,0
2,Kmeans,0.186245,1
2,Kmeans,0.602283,1
2,Kmeans,0.2123,0
2,Kmeans,0.54795,0
2,Kmeans,0.065032,1
2,Kmeans,0.57797,1
2,Kmeans,0.297418,1
2,Kmeans,0.584788,1
2,Kmeans,0.53184,1
2,Kmeans,0.364893,0
2,Kmeans,0.429725,0
2,Kmeans,0.305725,1
2,Kmeans,0.145846,0
2,Kmeans,0.422422,0
2,Kmeans,0.127012,1
2,Kmeans,0.463529,1
2,Kmeans,0.198142,0
2,Kmeans,0.109554,1
2,Kmeans,0.582175,1
2,Kmeans,0.570279,1
2,Kmeans,0.34407,1
2,Kmeans,0.500741,1
2,Kmeans,0.505277,0
2,Kmeans,0.409258,0
2,Kmeans,0.446098,1
2,Kmeans,0.33716,0
2,Kmeans,0.12181,0
2,Kmeans,0.44217,0
2,Kmeans,0.42837,1
2,Kmeans,-0.028413,0
2,Kmeans,0.36955,1
2,Kmeans,0.455319,1
2,Kmeans,0.224679,1
2,Kmeans,0.558301,0
2,Kmeans,0.280401,0
2,Kmeans,0.546398,1
2,Kmeans,0.122286,0
2,Kmeans,0.315976,1
2,Kmeans,0.399049,0
2,Kmeans,0.450734,1
2,Kmeans,0.52635,0
2,Kmeans,0.420282,0
2,Kmeans,0.355358,1
2,Kmeans,0.557132,0
2,Kmeans,0.50455,0
2,Kmeans,0.595946,1
2,Kmeans,0.422149,1
2,Kmeans,0.60425,1
2,Kmeans,0.594762,1
2,Kmeans,0.550784,0
2,Kmeans,0.089327,0
2,Kmeans,0.593325,1
2,Kmeans,0.494484,1
2,Kmeans,0.516225,0
2,Kmeans,0.090671,0
2,Kmeans,0.278185,0
2,Kmeans,0.533307,0
2,Kmeans,0.590607,1
2,Kmeans,0.469691,1
2,Kmeans,0.489879,0
2,Kmeans,0.246148,1
2,Kmeans,0.469604,0
2,Kmeans,0.59854,1
2,Kmeans,0.437317,1
2,Kmeans,0.597016,1
2,Kmeans,0.43568,1
2,Kmeans,0.587959,1
2,Kmeans,0.439184,0
2,Kmeans,0.55162,1
2,Kmeans,0.465202,1
2,Kmeans,0.496157,0
2,Kmeans,0.60215,1
2,Kmeans,0.059392,1
2,Kmeans,0.383732,1
2,Kmeans,0.388676,0
2,Kmeans,0.200735,1
2,Kmeans,0.374854,1
2,GMM,0.49543,1
2,GMM,0.155356,0
2,GMM,0.404036,0
2,GMM,0.54099,0
2,GMM,0.233829,1
2,GMM,0.253465,0
2,GMM,0.441367,0
2,GMM,0.421736,1
2,GMM,0.471715,1
